FirstCardRank,SecondCardRank,suited,players,winEquity,drawEquity
A,10,true,7,0.236145,0.0120482
10,A,true,8,0.210392,0.011925
A,10,true,8,0.210392,0.011925
J,Q,true,2,0.600457,0.0205815
Q,J,true,2,0.600457,0.0205815
J,Q,true,3,0.40464,0.0185615
Q,J,true,3,0.40464,0.0185615
J,Q,true,4,0.324725,0.0181319
Q,J,true,4,0.324725,0.0181319
J,Q,true,5,0.27249,0.0130378
Q,J,true,5,0.27249,0.0130378
J,Q,true,6,0.22,0.0103448
Q,J,true,6,0.22,0.0103448
J,Q,true,7,0.194611,0.0157186
Q,J,true,7,0.194611,0.0157186
J,Q,true,8,0.192704,0.00951626
Q,J,true,8,0.192704,0.00951626
J,K,true,2,0.616421,0.0112251
K,J,true,2,0.616421,0.0112251
J,K,true,3,0.427012,0.0122783
K,J,true,3,0.427012,0.0122783
J,K,true,4,0.347501,0.0137852
K,J,true,4,0.347501,0.0137852
J,K,true,5,0.298201,0.0160668
K,J,true,5,0.298201,0.0160668
J,K,true,6,0.245626,0.00909727
K,J,true,6,0.245626,0.00909727
J,K,true,7,0.220365,0.0106383
K,J,true,7,0.220365,0.0106383
J,K,true,8,0.199497,0.0100587
K,J,true,8,0.199497,0.0100587
J,A,true,2,0.641923,0.0124264
A,J,true,2,0.641923,0.0124264
J,A,true,3,0.467727,0.0109091
A,J,true,3,0.467727,0.0109091
J,A,true,4,0.36758,0.0171233
A,J,true,4,0.36758,0.0171233
J,A,true,5,0.317554,0.00854701
A,J,true,5,0.317554,0.00854701
J,A,true,6,0.248394,0.0192719
A,J,true,6,0.248394,0.0192719
J,A,true,7,0.22381,0.015873
A,J,true,7,0.22381,0.015873
J,A,true,8,0.198454,0.00859107
A,J,true,8,0.198454,0.00859107
Q,K,true,2,0.635153,0.0136452
K,Q,true,2,0.635153,0.0136452
Q,K,true,3,0.472294,0.0170896
K,Q,true,3,0.472294,0.0170896
Q,K,true,4,0.351136,0.0147727
K,Q,true,4,0.351136,0.0147727
Q,K,true,5,0.303209,0.0157171
K,Q,true,5,0.303209,0.0157171
Q,K,true,6,0.266952,0.0114204
K,Q,true,6,0.266952,0.0114204
Q,K,true,7,0.238284,0.00873709
K,Q,true,7,0.238284,0.00873709
Q,K,true,8,0.213073,0.0110357
K,Q,true,8,0.213073,0.0110357
Q,A,true,2,0.661903,0.0126664
A,Q,true,2,0.661903,0.0126664
Q,A,true,3,0.482904,0.0131148
A,Q,true,3,0.482904,0.0131148
Q,A,true,4,0.384121,0.0180969
A,Q,true,4,0.384121,0.0180969
Q,A,true,5,0.344521,0.00890411
A,Q,true,5,0.344521,0.00890411
Q,A,true,6,0.316233,0.00995406
A,Q,true,6,0.316233,0.00995406
Q,A,true,7,0.256813,0.00660611
A,Q,true,7,0.256813,0.00660611
Q,A,true,8,0.217882,0.0121528
A,Q,true,8,0.217882,0.0121528
K,A,true,2,0.664776,0.0113422
A,K,true,2,0.664776,0.0113422
K,A,true,3,0.495608,0.0147943
A,K,true,3,0.495608,0.0147943
K,A,true,4,0.400794,0.0153061
A,K,true,4,0.400794,0.0153061
K,A,true,5,0.356952,0.0100267
A,K,true,5,0.356952,0.0100267
K,A,true,6,0.295004,0.0103093
A,K,true,6,0.295004,0.0103093
K,A,true,7,0.301205,0.0163511
A,K,true,7,0.301205,0.0163511
K,A,true,8,0.236199,0.00723982
A,K,true,8,0.236199,0.00723982
2,3,false,2,0.264382,0.0440113
3,2,false,2,0.264382,0.0440113
2,3,false,3,0.164562,0.0225794
3,2,false,3,0.164562,0.0225794
2,3,false,4,0.112452,0.0189573
3,2,false,4,0.112452,0.0189573
2,3,false,5,0.0946773,0.014602
3,2,false,5,0.0946773,0.014602
2,3,false,6,0.0732547,0.0093412
3,2,false,6,0.0732547,0.0093412
2,3,false,7,0.06182,0.0103858
3,2,false,7,0.06182,0.0103858
2,3,false,8,0.0555556,0.0115304
3,2,false,8,0.0555556,0.0115304
2,4,false,2,0.287884,0.0500808
4,2,false,2,0.287884,0.0500808
2,4,false,3,0.174181,0.0235067
4,2,false,3,0.174181,0.0235067
2,4,false,4,0.106771,0.0203993
4,2,false,4,0.106771,0.0203993
2,4,false,5,0.0943571,0.00971323
4,2,false,5,0.0943571,0.00971323
2,4,false,6,0.0848018,0.0104626
4,2,false,6,0.0848018,0.0104626
2,4,false,7,0.0611933,0.00866905
4,2,false,7,0.0611933,0.00866905
2,4,false,8,0.0547945,0.00876712
4,2,false,8,0.0547945,0.00876712
2,5,false,2,0.306097,0.052797
5,2,false,2,0.306097,0.052797
2,5,false,3,0.197811,0.0164191
5,2,false,3,0.197811,0.0164191
2,5,false,4,0.139257,0.0176835
5,2,false,4,0.139257,0.0176835
2,5,false,5,0.106046,0.012476
5,2,false,5,0.106046,0.012476
2,5,false,6,0.0821159,0.00856423
5,2,false,6,0.0821159,0.00856423
2,5,false,7,0.0725636,0.0105932
5,2,false,7,0.0725636,0.0105932
2,5,false,8,0.0608836,0.00969828
5,2,false,8,0.0608836,0.00969828
2,6,false,2,0.313323,0.0497592
6,2,false,2,0.313323,0.0497592
2,6,false,3,0.196872,0.0260626
6,2,false,3,0.196872,0.0260626
2,6,false,4,0.134103,0.0217584
6,2,false,4,0.134103,0.0217584
2,6,false,5,0.100435,0.01352
6,2,false,5,0.100435,0.01352
2,6,false,6,0.0918313,0.0133476
6,2,false,6,0.0918313,0.0133476
2,6,false,7,0.0785482,0.0108342
6,2,false,7,0.0785482,0.0108342
2,6,false,8,0.0613839,0.00837054
6,2,false,8,0.0613839,0.00837054
2,7,false,2,0.324959,0.0466558
7,2,false,2,0.324959,0.0466558
2,7,false,3,0.183959,0.0315243
7,2,false,3,0.183959,0.0315243
2,7,false,4,0.129605,0.0133156
7,2,false,4,0.129605,0.0133156
2,7,false,5,0.105,0.0135
7,2,false,5,0.105,0.0135
2,7,false,6,0.0743345,0.011552
7,2,false,6,0.0743345,0.011552
2,7,false,7,0.0578387,0.0101471
7,2,false,7,0.0578387,0.0101471
2,7,false,8,0.0568544,0.010627
7,2,false,8,0.0568544,0.010627
2,8,false,2,0.358627,0.0440806
8,2,false,2,0.358627,0.0440806
2,8,false,3,0.203484,0.0273159
8,2,false,3,0.203484,0.0273159
2,8,false,4,0.134108,0.0241395
8,2,false,4,0.134108,0.0241395
2,8,false,5,0.107023,0.0122631
8,2,false,5,0.107023,0.0122631
2,8,false,6,0.0902004,0.0122494
8,2,false,6,0.0902004,0.0122494
2,8,false,7,0.0759569,0.013756
8,2,false,7,0.0759569,0.013756
2,8,false,8,0.0523944,0.00732394
8,2,false,8,0.0523944,0.00732394
2,9,false,2,0.358594,0.0354724
9,2,false,2,0.358594,0.0354724
2,9,false,3,0.216842,0.0269474
9,2,false,3,0.216842,0.0269474
2,9,false,4,0.153162,0.0247036
9,2,false,4,0.153162,0.0247036
2,9,false,5,0.104843,0.0129805
9,2,false,5,0.104843,0.0129805
2,9,false,6,0.0835565,0.0107124
9,2,false,6,0.0835565,0.0107124
2,9,false,7,0.0761644,0.00986301
9,2,false,7,0.0761644,0.00986301
2,9,false,8,0.0538889,0.01
9,2,false,8,0.0538889,0.01
2,10,false,2,0.390521,0.0398104
10,2,false,2,0.390521,0.0398104
2,10,false,3,0.237158,0.0218322
10,2,false,3,0.237158,0.0218322
2,10,false,4,0.168506,0.0210632
10,2,false,4,0.168506,0.0210632
2,10,false,5,0.130254,0.017644
10,2,false,5,0.130254,0.017644
2,10,false,6,0.111295,0.0132231
10,2,false,6,0.111295,0.0132231
2,10,false,7,0.0815744,0.0142613
10,2,false,7,0.0815744,0.0142613
2,10,false,8,0.0637427,0.0157895
10,2,false,8,0.0637427,0.0157895
2,J,false,2,0.412341,0.0300359
J,2,false,2,0.412341,0.0300359
2,J,false,3,0.239631,0.0268119
J,2,false,3,0.239631,0.0268119
2,J,false,4,0.165192,0.0235988
J,2,false,4,0.165192,0.0235988
2,J,false,5,0.123489,0.0157646
J,2,false,5,0.123489,0.0157646
2,J,false,6,0.101105,0.0127072
J,2,false,6,0.101105,0.0127072
2,J,false,7,0.0919681,0.015328
J,2,false,7,0.0919681,0.015328
2,J,false,8,0.0693302,0.00881316
J,2,false,8,0.0693302,0.00881316
2,Q,false,2,0.453592,0.03274
Q,2,false,2,0.453592,0.03274
2,Q,false,3,0.260548,0.0326229
Q,2,false,3,0.260548,0.0326229
2,Q,false,4,0.196762,0.0171737
Q,2,false,4,0.196762,0.0171737
2,Q,false,5,0.14222,0.0172895
Q,2,false,5,0.14222,0.0172895
2,Q,false,6,0.108832,0.0119658
Q,2,false,6,0.108832,0.0119658
2,Q,false,7,0.0734497,0.0150512
Q,2,false,7,0.0734497,0.0150512
2,Q,false,8,0.0692063,0.0146032
Q,2,false,8,0.0692063,0.0146032
2,K,false,2,0.486846,0.0320127
K,2,false,2,0.486846,0.0320127
2,K,false,3,0.307457,0.0244222
K,2,false,3,0.307457,0.0244222
2,K,false,4,0.196661,0.0255608
K,2,false,4,0.196661,0.0255608
2,K,false,5,0.143251,0.0247934
K,2,false,5,0.143251,0.0247934
2,K,false,6,0.112536,0.0163265
K,2,false,6,0.112536,0.0163265
2,K,false,7,0.10698,0.0104371
K,2,false,7,0.10698,0.0104371
2,K,false,8,0.0925141,0.0148305
K,2,false,8,0.0925141,0.0148305
2,A,false,2,0.543291,0.0313946
A,2,false,2,0.543291,0.0313946
2,A,false,3,0.331563,0.0305445
A,2,false,3,0.331563,0.0305445
2,A,false,4,0.237113,0.0221649
A,2,false,4,0.237113,0.0221649
2,A,false,5,0.189686,0.0219324
A,2,false,5,0.189686,0.0219324
2,A,false,6,0.14604,0.0142327
A,2,false,6,0.14604,0.0142327
2,A,false,7,0.135786,0.0214047
A,2,false,7,0.135786,0.0214047
2,A,false,8,0.110098,0.0217391
A,2,false,8,0.110098,0.0217391
3,4,false,2,0.310137,0.0479822
4,3,false,2,0.310137,0.0479822
3,4,false,3,0.196832,0.0170297
4,3,false,3,0.196832,0.0170297
3,4,false,4,0.136814,0.0135013
4,3,false,4,0.136814,0.0135013
3,4,false,5,0.107843,0.0137255
4,3,false,5,0.107843,0.0137255
3,4,false,6,0.0776601,0.0115986
4,3,false,6,0.0776601,0.0115986
3,4,false,7,0.0706714,0.00908632
4,3,false,7,0.0706714,0.00908632
3,4,false,8,0.0752864,0.00763775
4,3,false,8,0.0752864,0.00763775
3,5,false,2,0.313652,0.0515464
5,3,false,2,0.313652,0.0515464
3,5,false,3,0.20935,0.0186992
5,3,false,3,0.20935,0.0186992
3,5,false,4,0.154851,0.0163246
5,3,false,4,0.154851,0.0163246
3,5,false,5,0.103432,0.0142993
5,3,false,5,0.103432,0.0142993
3,5,false,6,0.0915675,0.0113813
5,3,false,6,0.0915675,0.0113813
3,5,false,7,0.0753028,0.00895208
5,3,false,7,0.0753028,0.00895208
3,5,false,8,0.0699774,0.0107223
5,3,false,8,0.0699774,0.0107223
3,6,false,2,0.332268,0.0550231
6,3,false,2,0.332268,0.0550231
3,6,false,3,0.205721,0.0197728
6,3,false,3,0.205721,0.0197728
3,6,false,4,0.143875,0.0166192
6,3,false,4,0.143875,0.0166192
3,6,false,5,0.10443,0.021097
6,3,false,5,0.10443,0.021097
3,6,false,6,0.101087,0.0108696
6,3,false,6,0.101087,0.0108696
3,6,false,7,0.0764873,0.0124646
6,3,false,7,0.0764873,0.0124646
3,6,false,8,0.0628604,0.0109573
6,3,false,8,0.0628604,0.0109573
3,7,false,2,0.334809,0.0436295
7,3,false,2,0.334809,0.0436295
3,7,false,3,0.216162,0.0222222
7,3,false,3,0.216162,0.0222222
3,7,false,4,0.143311,0.0217687
7,3,false,4,0.143311,0.0217687
3,7,false,5,0.106137,0.0100604
7,3,false,5,0.106137,0.0100604
3,7,false,6,0.0805585,0.0123523
7,3,false,6,0.0805585,0.0123523
3,7,false,7,0.0807076,0.00939746
7,3,false,7,0.0807076,0.00939746
3,7,false,8,0.0642303,0.00996678
7,3,false,8,0.0642303,0.00996678
3,8,false,2,0.352498,0.042727
8,3,false,2,0.352498,0.042727
3,8,false,3,0.184064,0.0262948
8,3,false,3,0.184064,0.0262948
3,8,false,4,0.146685,0.0177112
8,3,false,4,0.146685,0.0177112
3,8,false,5,0.121891,0.0129353
8,3,false,5,0.121891,0.0129353
3,8,false,6,0.0874587,0.0154015
8,3,false,6,0.0874587,0.0154015
3,8,false,7,0.0689094,0.00759631
8,3,false,7,0.0689094,0.00759631
3,8,false,8,0.0652902,0.0122768
8,3,false,8,0.0652902,0.0122768
3,9,false,2,0.370465,0.0423756
9,3,false,2,0.370465,0.0423756
3,9,false,3,0.20409,0.0288693
9,3,false,3,0.20409,0.0288693
3,9,false,4,0.157624,0.0177736
9,3,false,4,0.157624,0.0177736
3,9,false,5,0.110821,0.0151594
9,3,false,5,0.110821,0.0151594
3,9,false,6,0.089926,0.0176437
9,3,false,6,0.089926,0.0176437
3,9,false,7,0.0825416,0.0118765
9,3,false,7,0.0825416,0.0118765
3,9,false,8,0.068746,0.01655
9,3,false,8,0.068746,0.01655
3,10,false,2,0.396634,0.0416005
10,3,false,2,0.396634,0.0416005
3,10,false,3,0.236629,0.0267423
10,3,false,3,0.236629,0.0267423
3,10,false,4,0.165317,0.0271558
10,3,false,4,0.165317,0.0271558
3,10,false,5,0.137433,0.0160428
10,3,false,5,0.137433,0.0160428
3,10,false,6,0.107563,0.0140056
10,3,false,6,0.107563,0.0140056
3,10,false,7,0.0800457,0.0154374
10,3,false,7,0.0800457,0.0154374
3,10,false,8,0.0672619,0.010119
10,3,false,8,0.0672619,0.010119
3,J,false,2,0.429163,0.0350207
J,3,false,2,0.429163,0.0350207
3,J,false,3,0.23652,0.0232843
J,3,false,3,0.23652,0.0232843
3,J,false,4,0.172529,0.0142586
J,3,false,4,0.172529,0.0142586
3,J,false,5,0.131308,0.0189908
J,3,false,5,0.131308,0.0189908
3,J,false,6,0.110086,0.015562
J,3,false,6,0.110086,0.015562
3,J,false,7,0.0755442,0.0224072
J,3,false,7,0.0755442,0.0224072
3,J,false,8,0.074969,0.0111524
J,3,false,8,0.074969,0.0111524
3,Q,false,2,0.467638,0.0346278
Q,3,false,2,0.467638,0.0346278
3,Q,false,3,0.274061,0.0267587
Q,3,false,3,0.274061,0.0267587
3,Q,false,4,0.197623,0.0227836
Q,3,false,4,0.197623,0.0227836
3,Q,false,5,0.132298,0.0192823
Q,3,false,5,0.132298,0.0192823
3,Q,false,6,0.116743,0.011959
Q,3,false,6,0.116743,0.011959
3,Q,false,7,0.0954382,0.00960384
Q,3,false,7,0.0954382,0.00960384
3,Q,false,8,0.0800769,0.0108905
Q,3,false,8,0.0800769,0.0108905
3,K,false,2,0.491313,0.0341055
K,3,false,2,0.491313,0.0341055
3,K,false,3,0.307961,0.0306212
K,3,false,3,0.307961,0.0306212
3,K,false,4,0.206191,0.0214678
K,3,false,4,0.206191,0.0214678
3,K,false,5,0.152162,0.0191571
K,3,false,5,0.152162,0.0191571
3,K,false,6,0.121573,0.0154946
K,3,false,6,0.121573,0.0154946
3,K,false,7,0.12508,0.0051053
K,3,false,7,0.12508,0.0051053
3,K,false,8,0.0750789,0.0132492
K,3,false,8,0.0750789,0.0132492
3,A,false,2,0.526048,0.0282719
A,3,false,2,0.526048,0.0282719
3,A,false,3,0.342947,0.0319964
A,3,false,3,0.342947,0.0319964
3,A,false,4,0.242616,0.0221519
A,3,false,4,0.242616,0.0221519
3,A,false,5,0.179941,0.0259587
A,3,false,5,0.179941,0.0259587
3,A,false,6,0.152618,0.0217114
A,3,false,6,0.152618,0.0217114
3,A,false,7,0.114094,0.0181208
A,3,false,7,0.114094,0.0181208
3,A,false,8,0.110443,0.014275
A,3,false,8,0.110443,0.014275
4,5,false,2,0.328363,0.0404241
5,4,false,2,0.328363,0.0404241
4,5,false,3,0.212442,0.0253915
5,4,false,3,0.212442,0.0253915
4,5,false,4,0.156443,0.022349
5,4,false,4,0.156443,0.022349
4,5,false,5,0.117104,0.0121477
5,4,false,5,0.117104,0.0121477
4,5,false,6,0.0928571,0.0158163
5,4,false,6,0.0928571,0.0158163
4,5,false,7,0.0888512,0.0147142
5,4,false,7,0.0888512,0.0147142
4,5,false,8,0.0702857,0.00685714
5,4,false,8,0.0702857,0.00685714
4,6,false,2,0.345973,0.0510812
6,4,false,2,0.345973,0.0510812
4,6,false,3,0.241704,0.0253994
6,4,false,3,0.241704,0.0253994
4,6,false,4,0.15998,0.0185557
6,4,false,4,0.15998,0.0185557
4,6,false,5,0.136902,0.013896
6,4,false,5,0.136902,0.013896
4,6,false,6,0.119048,0.0166113
6,4,false,6,0.119048,0.0166113
4,6,false,7,0.0942623,0.013466
6,4,false,7,0.0942623,0.013466
4,6,false,8,0.0918854,0.00835322
6,4,false,8,0.0918854,0.00835322
4,7,false,2,0.352223,0.0428929
7,4,false,2,0.352223,0.0428929
4,7,false,3,0.231693,0.0240096
7,4,false,3,0.231693,0.0240096
4,7,false,4,0.158998,0.014123
7,4,false,4,0.158998,0.014123
4,7,false,5,0.135996,0.0151668
7,4,false,5,0.135996,0.0151668
4,7,false,6,0.107561,0.015442
7,4,false,6,0.107561,0.015442
4,7,false,7,0.0811416,0.0128707
7,4,false,7,0.0811416,0.0128707
4,7,false,8,0.0809353,0.0107914
7,4,false,8,0.0809353,0.0107914
4,8,false,2,0.373598,0.0464595
8,4,false,2,0.373598,0.0464595
4,8,false,3,0.219852,0.0242002
8,4,false,3,0.219852,0.0242002
4,8,false,4,0.150805,0.0211494
8,4,false,4,0.150805,0.0211494
4,8,false,5,0.114065,0.0101498
8,4,false,5,0.114065,0.0101498
4,8,false,6,0.101442,0.0138815
8,4,false,6,0.101442,0.0138815
4,8,false,7,0.0795003,0.0107893
8,4,false,7,0.0795003,0.0107893
4,8,false,8,0.0738802,0.0122164
8,4,false,8,0.0738802,0.0122164
4,9,false,2,0.377673,0.0383648
9,4,false,2,0.377673,0.0383648
4,9,false,3,0.226813,0.0303541
9,4,false,3,0.226813,0.0303541
4,9,false,4,0.157197,0.0265152
9,4,false,4,0.157197,0.0265152
4,9,false,5,0.122137,0.0188295
9,4,false,5,0.122137,0.0188295
4,9,false,6,0.101796,0.0146979
9,4,false,6,0.101796,0.0146979
4,9,false,7,0.0699301,0.0107585
9,4,false,7,0.0699301,0.0107585
4,9,false,8,0.0655172,0.012069
9,4,false,8,0.0655172,0.012069
4,10,false,2,0.417126,0.0356795
10,4,false,2,0.417126,0.0356795
4,10,false,3,0.243289,0.022651
10,4,false,3,0.243289,0.022651
4,10,false,4,0.164351,0.0210829
10,4,false,4,0.164351,0.0210829
4,10,false,5,0.119895,0.0157068
10,4,false,5,0.119895,0.0157068
4,10,false,6,0.091922,0.0183844
10,4,false,6,0.091922,0.0183844
4,10,false,7,0.0856633,0.0196312
10,4,false,7,0.0856633,0.0196312
4,10,false,8,0.0580144,0.013756
10,4,false,8,0.0580144,0.013756
4,J,false,2,0.431046,0.0372033
J,4,false,2,0.431046,0.0372033
4,J,false,3,0.274194,0.0271647
J,4,false,3,0.274194,0.0271647
4,J,false,4,0.19563,0.0264228
J,4,false,4,0.19563,0.0264228
4,J,false,5,0.156571,0.0142857
J,4,false,5,0.156571,0.0142857
4,J,false,6,0.110397,0.0175234
J,4,false,6,0.110397,0.0175234
4,J,false,7,0.102079,0.0163831
J,4,false,7,0.102079,0.0163831
4,J,false,8,0.0903955,0.0125549
J,4,false,8,0.0903955,0.0125549
4,Q,false,2,0.473585,0.0339623
Q,4,false,2,0.473585,0.0339623
4,Q,false,3,0.293685,0.0233564
Q,4,false,3,0.293685,0.0233564
4,Q,false,4,0.20297,0.0163366
Q,4,false,4,0.20297,0.0163366
4,Q,false,5,0.14714,0.0227651
Q,4,false,5,0.14714,0.0227651
4,Q,false,6,0.116938,0.021097
Q,4,false,6,0.116938,0.021097
4,Q,false,7,0.105493,0.0118602
Q,4,false,7,0.105493,0.0118602
4,Q,false,8,0.0643348,0.0149906
Q,4,false,8,0.0643348,0.0149906
4,K,false,2,0.517154,0.0304956
K,4,false,2,0.517154,0.0304956
4,K,false,3,0.313478,0.0308696
K,4,false,3,0.313478,0.0308696
4,K,false,4,0.205263,0.0236842
K,4,false,4,0.205263,0.0236842
4,K,false,5,0.159674,0.0180653
K,4,false,5,0.159674,0.0180653
4,K,false,6,0.140975,0.0191041
K,4,false,6,0.140975,0.0191041
4,K,false,7,0.120871,0.0147576
K,4,false,7,0.120871,0.0147576
4,K,false,8,0.10088,0.014218
K,4,false,8,0.10088,0.014218
4,A,false,2,0.536066,0.0235145
A,4,false,2,0.536066,0.0235145
4,A,false,3,0.347768,0.034375
A,4,false,3,0.347768,0.034375
4,A,false,4,0.246392,0.0288616
A,4,false,4,0.246392,0.0288616
4,A,false,5,0.192124,0.0208831
A,4,false,5,0.192124,0.0208831
4,A,false,6,0.169661,0.0146374
A,4,false,6,0.169661,0.0146374
4,A,false,7,0.136885,0.0128119
A,4,false,7,0.136885,0.0128119
4,A,false,8,0.127941,0.0161765
A,4,false,8,0.127941,0.0161765
5,6,false,2,0.366314,0.0445085
6,5,false,2,0.366314,0.0445085
5,6,false,3,0.251171,0.0272456
6,5,false,3,0.251171,0.0272456
5,6,false,4,0.173578,0.0183221
6,5,false,4,0.173578,0.0183221
5,6,false,5,0.138182,0.0197403
6,5,false,5,0.138182,0.0197403
5,6,false,6,0.115837,0.0145495
6,5,false,6,0.115837,0.0145495
5,6,false,7,0.0943071,0.0126509
6,5,false,7,0.0943071,0.0126509
5,6,false,8,0.0806154,0.00861538
6,5,false,8,0.0806154,0.00861538
5,7,false,2,0.351677,0.0501465
7,5,false,2,0.351677,0.0501465
5,7,false,3,0.233292,0.0274703
7,5,false,3,0.233292,0.0274703
5,7,false,4,0.181905,0.0214286
7,5,false,4,0.181905,0.0214286
5,7,false,5,0.130435,0.0214834
7,5,false,5,0.130435,0.0214834
5,7,false,6,0.118141,0.0156775
7,5,false,6,0.118141,0.0156775
5,7,false,7,0.0897798,0.0101637
7,5,false,7,0.0897798,0.0101637
5,7,false,8,0.0895429,0.00688791
7,5,false,8,0.0895429,0.00688791
5,8,false,2,0.370833,0.050641
8,5,false,2,0.370833,0.050641
5,8,false,3,0.251892,0.0248108
8,5,false,3,0.251892,0.0248108
5,8,false,4,0.173647,0.0174118
8,5,false,4,0.173647,0.0174118
5,8,false,5,0.127616,0.0193977
8,5,false,5,0.127616,0.0193977
5,8,false,6,0.105292,0.0111421
8,5,false,6,0.105292,0.0111421
5,8,false,7,0.10295,0.0150659
8,5,false,7,0.10295,0.0150659
5,8,false,8,0.0614294,0.0147667
8,5,false,8,0.0614294,0.0147667
5,9,false,2,0.381583,0.0390953
9,5,false,2,0.381583,0.0390953
5,9,false,3,0.244215,0.0252066
9,5,false,3,0.244215,0.0252066
5,9,false,4,0.173933,0.0222635
9,5,false,4,0.173933,0.0222635
5,9,false,5,0.135149,0.0178104
9,5,false,5,0.135149,0.0178104
5,9,false,6,0.102709,0.0208804
9,5,false,6,0.102709,0.0208804
5,9,false,7,0.0817143,0.0102857
9,5,false,7,0.0817143,0.0102857
5,9,false,8,0.0842697,0.0118602
9,5,false,8,0.0842697,0.0118602
5,10,false,2,0.397186,0.0271826
10,5,false,2,0.397186,0.0271826
5,10,false,3,0.251849,0.0274032
10,5,false,3,0.251849,0.0274032
5,10,false,4,0.184408,0.0194903
10,5,false,4,0.184408,0.0194903
5,10,false,5,0.13961,0.0151515
10,5,false,5,0.13961,0.0151515
5,10,false,6,0.0973699,0.0167879
10,5,false,6,0.0973699,0.0167879
5,10,false,7,0.0855746,0.0134474
10,5,false,7,0.0855746,0.0134474
5,10,false,8,0.0738255,0.0140329
10,5,false,8,0.0738255,0.0140329
5,J,false,2,0.445074,0.0346239
J,5,false,2,0.445074,0.0346239
5,J,false,3,0.272339,0.0342027
J,5,false,3,0.272339,0.0342027
5,J,false,4,0.177165,0.0295276
J,5,false,4,0.177165,0.0295276
5,J,false,5,0.145553,0.0172507
J,5,false,5,0.145553,0.0172507
5,J,false,6,0.115674,0.0190862
J,5,false,6,0.115674,0.0190862
5,J,false,7,0.107972,0.0131827
J,5,false,7,0.107972,0.0131827
5,J,false,8,0.0858779,0.0114504
J,5,false,8,0.0858779,0.0114504
5,Q,false,2,0.479068,0.0314762
Q,5,false,2,0.479068,0.0314762
5,Q,false,3,0.28012,0.0305508
Q,5,false,3,0.28012,0.0305508
5,Q,false,4,0.210315,0.0205308
Q,5,false,4,0.210315,0.0205308
5,Q,false,5,0.168618,0.0163934
Q,5,false,5,0.168618,0.0163934
5,Q,false,6,0.137003,0.017737
Q,5,false,6,0.137003,0.017737
5,Q,false,7,0.122081,0.0106738
Q,5,false,7,0.122081,0.0106738
5,Q,false,8,0.0859016,0.0144262
Q,5,false,8,0.0859016,0.0144262
5,K,false,2,0.524968,0.0297695
K,5,false,2,0.524968,0.0297695
5,K,false,3,0.329312,0.0254692
K,5,false,3,0.329312,0.0254692
5,K,false,4,0.222038,0.0282392
K,5,false,4,0.222038,0.0282392
5,K,false,5,0.172136,0.0149683
K,5,false,5,0.172136,0.0149683
5,K,false,6,0.143205,0.0164534
K,5,false,6,0.143205,0.0164534
5,K,false,7,0.112,0.016
K,5,false,7,0.112,0.016
5,K,false,8,0.0906667,0.0133333
K,5,false,8,0.0906667,0.0133333
5,A,false,2,0.554306,0.0311697
A,5,false,2,0.554306,0.0311697
5,A,false,3,0.352833,0.0304007
A,5,false,3,0.352833,0.0304007
5,A,false,4,0.25013,0.0223609
A,5,false,4,0.25013,0.0223609
5,A,false,5,0.213188,0.0294494
A,5,false,5,0.213188,0.0294494
5,A,false,6,0.154545,0.0207792
A,5,false,6,0.154545,0.0207792
5,A,false,7,0.147321,0.014881
A,5,false,7,0.147321,0.014881
5,A,false,8,0.105302,0.017673
A,5,false,8,0.105302,0.017673
6,7,false,2,0.383048,0.0472339
7,6,false,2,0.383048,0.0472339
6,7,false,3,0.250655,0.028821
7,6,false,3,0.250655,0.028821
6,7,false,4,0.199311,0.0211614
7,6,false,4,0.199311,0.0211614
6,7,false,5,0.151118,0.0130933
7,6,false,5,0.151118,0.0130933
6,7,false,6,0.115064,0.0183435
7,6,false,6,0.115064,0.0183435
6,7,false,7,0.11084,0.0146163
7,6,false,7,0.11084,0.0146163
6,7,false,8,0.090566,0.0150943
7,6,false,8,0.090566,0.0150943
6,8,false,2,0.39852,0.042779
8,6,false,2,0.39852,0.042779
6,8,false,3,0.248838,0.0223912
8,6,false,3,0.248838,0.0223912
6,8,false,4,0.195134,0.0233577
8,6,false,4,0.195134,0.0233577
6,8,false,5,0.142709,0.0192008
8,6,false,5,0.142709,0.0192008
6,8,false,6,0.126533,0.0150502
8,6,false,6,0.126533,0.0150502
6,8,false,7,0.0889152,0.0124481
8,6,false,7,0.0889152,0.0124481
6,8,false,8,0.0935897,0.00897436
8,6,false,8,0.0935897,0.00897436
6,9,false,2,0.407819,0.0378258
9,6,false,2,0.407819,0.0378258
6,9,false,3,0.256315,0.026087
9,6,false,3,0.256315,0.026087
6,9,false,4,0.196266,0.0196266
9,6,false,4,0.196266,0.0196266
6,9,false,5,0.156053,0.0240964
9,6,false,5,0.156053,0.0240964
6,9,false,6,0.113267,0.020025
9,6,false,6,0.113267,0.020025
6,9,false,7,0.108947,0.0127815
9,6,false,7,0.108947,0.0127815
6,9,false,8,0.0977636,0.0115016
9,6,false,8,0.0977636,0.0115016
6,10,false,2,0.438231,0.0293839
10,6,false,2,0.438231,0.0293839
6,10,false,3,0.2687,0.0234016
10,6,false,3,0.2687,0.0234016
6,10,false,4,0.195062,0.0162963
10,6,false,4,0.195062,0.0162963
6,10,false,5,0.167774,0.0199336
10,6,false,5,0.167774,0.0199336
6,10,false,6,0.12873,0.0228204
